Round,item,id,main_slogan,secondary_slogan,Figuration,Label,Frame1,Frame2,comments
10,260_2006_20.1_BoHae_Yipsejoo_003,260,2006년 새로운 잎새가 피었다 EN: A new leaf has been turned in 2006,"자연의 싱그러움을 담은 메이플 소주, 잎새주 오늘부터 더 싱그러운 잎새주와 만나세요 EN: Yipsejoo, maple soju infused with the freshness of nature. From today onwards meet the new fresher Yipsejoo",Metonymy_nature_text,GREEN FOR CLEANLINESS,GREEN,COLOUR,
10,340_2009_20.1_JinRo_Chamjinisul_005,340,마음까지 Fresh EN: Fresh to the heart,깨끗하고 깔끔한 소주 EN: A clean and smooth soju.,Metonymy_nature,GREEN FOR CLEANLINESS,GREEN,COLOUR,
1,343_2005_19.5_ChoongBuk_Siwon Soju_001,343,친구! 노는 물(水)을 바꿔 보는건 어때? EN: Hey mate! How about we switch things up?,뒤끝없는 세상! 뒤끝없는 시원! EN: A world without resentment! Refreshed without the hangover!,Metonymy_nature,GREEN FOR CLEANLINESS,GREEN,COLOUR,"Can we say ""PEOPLE FOR FRIENDSHIP"" OR ""SOJU FOR FRIENDSHIP""?"
7,372_2010_19_DaeSun_C1_001,372,진짜 진짜 좋아해! EN: I really really like (it)!,예슬소주 주세요! EN: Give me Yeseul's soju!,Metonymy_nature_background,GREEN FOR CLEANLINESS,GREEN,COLOUR,
2,656_2010_19.5_ChoongBuk_Cool Cheongpung_001,656,"소주말고 시원주세요! EN: Don't give me soju, give me Cool (Cheongpung)!",초정 천연암반수로 만든 부드럽고 깨끗한 소주 충북인의 소주는 시원한청풍입니다 EN: Smooth and clean soju brewed using natural spring water from Chojung. Cool Cheongpung is the soju for Chungbuk people,Metonymy_nature_background,GREEN FOR CLEANLINESS,GREEN,COLOUR,
3,736_2020_21_Mackis_Linn 21_006,736,노랑 뚜껑 주세요 EN: Give me the [soju with the] yellow cap please.,BARLEY SOJU EN: BARLEY SOJU,Metonymy_nature_background,GREEN FOR CLEANLINESS,GREEN,COLOUR,
1,753_2020_17.3_BoHae_Yipsejoo_003,753,"가인이는 잎새주이어라 EN: For Ga-in, it's Yipsejoo",우리동네 잎새주 EN: Our local Yipsejoo,Metonymy_nature,GREEN FOR CLEANLINESS,GREEN,COLOUR,cultural meaning of fingers. LB: This is a common gesture for heart/love in Korea
1,753_2020_17.3_BoHae_Yipsejoo_003,753,"가인이는 잎새주이어라 EN: For Ga-in, it's Yipsejoo",우리동네 잎새주 EN: Our local Yipsejoo,Metonymy_nature_background,GREEN FOR CLEANLINESS,GREEN,COLOUR,
3,123_1997_25_KyeungWeol_Green_009,123,부드러운 신입생환영회에는 부드러운 그린소주 EN: Smooth Green soju for a smooth newcomer's welcome party,NA,Metonymy_nature,GREEN FOR CLEANLINESS,GREEN,COLOUR,newcomer's welcome' is it somehow relevant? // no people shown
8,331_2008_19.5_JinRo_Chamisul Fresh_008,331,캬~ EN: Kyah~ [sound often made after drinking soju],좋은 소주에 감탄하라! EN: Gasp to good soju!,Metonymy_nature_background,GREEN FOR CLEANLINESS,GREEN,COLOUR,
9,339_2009_20.1_JinRo_Chamjinisul_004,339,"소주가 최고다, 참이슬이 힘이다. EN: Soju is the best, Chamisul is strength.",더 힘찬 대한민국을 위하여! EN: For a more spirited Republic of Korea!,Metonymy_nature_background,GREEN FOR CLEANLINESS,GREEN,COLOUR,
6,83_1989_25_JinRo_Jinro_002,83,젊음예찬. 싱그러운 그대 청춘곁에서 나 또한 영원하리니 EN: An ode to youth. May I always be by your side in the shining days of your youth.,인생을 배운다 - 진로 소주 EN: Learning to live life - Jinro soju,Metonymy_other,GYM SHOESFOR YOUTH,YOUTH,,
9,76_1987_25_BoHae_Bohae_002,76,미국에 권하는 보해소주 첫잔 EN: The first glass of Bohae soju being offered to the US,우리의 보해소주가 미국 전역에 수출을 시작했읍니다 EN: Our Bohae soju is now being exported to all states in the US,Personification,HAND FOR PERSON FOR COUNTRY,KOREANNESS,,"MEANING OF FIRST GLASS OF SOJU? I GUESS IT'S SOMETHING HONORARY LB: Yes, in that the first glass has a ceremonial function and/or the first glass would be offered to the most important guest.;"
3,39_1972_40_ GeumSu_Geumsu_001,39,새 时代의 새로운 소주 錦水 소주! EN: Geumsu soju! A new soju for a new era,錦水소주를 마셔보세요 EN: Please try Geumsu soju,Personification,HANDS FOR AFFECTION,AFFECTION,,"HANDS FOR HOME MADE OR HOSPITALITY? I would say the latter // is it new era because of the shift towards softer sojus, or because it has to do with New Year? LB: This is too early for softer sojus, so more of the latter I think."
3,55_1972_30_BoBae_Bobae_001,55,꼭! 한번 마셔보십시오 EN: Please! Try it at least once.,NA,Personification,HANDS FOR AFFECTION,AFFECTION,,"male hands! - so ""hands for masculine drinking experience??"" //The clothing here, even though you only see the cuffs, marks a masculine experience. Yes, and business as context too"
1,343_2005_19.5_ChoongBuk_Siwon Soju_001,343,친구! 노는 물(水)을 바꿔 보는건 어때? EN: Hey mate! How about we switch things up?,뒤끝없는 세상! 뒤끝없는 시원! EN: A world without resentment! Refreshed without the hangover!,Metonymy_other,HEAD FOR HANGOVER,ONE OFF,,
,213_1997_25_JinRo_Barrel Aged Premium Soju_012,213,혼자서 안될 땐 머리를 맞대본다 EN: We put our heads together when we can't figure it our on our own,"깊고 부드러운 맛, 깨끗한 뒤끝! EN: Tastes rich and smooth, and the aftermath is clean!",Personification_text,HEAD FOR THINKING,ONE OFF,,
2,79_1982_30_BoHae_Bohae30_001,79,화끈한 보해30 EN: Hot Bohae 30,이제 기호에 맞게 선택하십시오 EN: Now choose the taste that is right for you,Metonymy_other_text,HEAT FOR STRONG ALCOHOL CONTENT,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
4,81_1988_25_BoHae_Bohae Maechwi_001,81,"매취, 고요한 아침의 향기라 부르고 싶군요 EN: Maechui - I want to call it the Aroma of the Morning Calm",Maechui - the Aroma of the Morning Calm EN: Maechui - the Aroma of the Morning Calm,Metonymy_nature_background,HILLS FOR NATURE FOR  CLEANLINESS,NATURE,,
3,659_2012_19.5_ChoongBuk_Cool Cheongpung_001,659,"청풍명월 제천 사람이라 시원만 마셔요! EN: I'm from Jecheon, where the wind is cool and the moon is bright, so I only drink Cool (Cheongpung)!",초정 천연암반수로 만들어 부드럽고 깨끗한 시원한청풍 EN: Smooth and clean Cool Cheongpung brewed using natural spring water from Chojung,Metonymy_other_text,PROVINCIAL LOCATION FOR AUTHENTICITY ,AUTHENTICITY,SOJU ATTRIBUTES,
1,1_1968_30_GeumGok_Geumgok_001,1,"날로 品質이 向上되는 금곡소주 EN: Quality that improves everyday, Geumgok soju","한번마시고 다시 찾는 금곡소주로! EN: [Go with] Geumgok soju, one taste will have you coming back for more",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
4,5_1964_35_MiSeong_Miseong_001,5,"소주라면 미성 소주 EN: When it comes to soju, it should be Miseong soju",NA,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
5,7_1963_35_DaeHan_Baekhwa_001,7,"가을의 膳物! 唯一한 貴族的인 銘酒 壽福票 白花로 EN: The gift for autumn! Baekhwa Subok, the only classy fine liquor","特選 吟釀清酒 壽福票 EN: A specially fermented cheongju, Subok",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,I guess it connects with an autumn festivity? - YES!
6,9_1966_30_DaeHan_Baekhwa_001,9,壽福票 白花 EN: Baekhwa Subok,"秋夕膳物 壽福票 白花 EN: The gift for Chuseok, Baekhwa Subok",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
7,10_1966_30_DaeHan_Baekhwa_002,10,壽福票 白花 EN: Baekhwa Subok,"夏節의 真味 壽福票 白花 EN: The real taste of the summer, Baekhwa Subok",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
8,14_1969_30_DaeHan_Baekhwa Subok_001,14,"값이 제일 비싸다구요? EN: It's the most expensive, you say?","애주가는 가격으로 술을 선택할까요 아니면 질로 술을 선택할까요? EN: Do alcohol enthusiasts choose their alcohol based on price, or quality?",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
10,17_1968_30_SamHak_Samhak_002,17,"賞春과 더불어 人生을 즐길수 있는 三鶴의 製品! EN: A Samhak product for enjoying this spring season, and for enjoying life","한번 맛보면 다시찾는 품질좋은 삼학소주 EN: High quality Samhak soju, one taste will have you coming back for more",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
1,18_1966_30_SamHak_Samhak Daewangpyo_001,18,秋夕！존경하는 분에게… 다정한 벗에게…! EN: Chuseok! To the people you admire… to your closest friends…,"今年度 超特級 清酒 三鶴大王票 EN: This year's super premium cheongju, Samhak Daewangpyo",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
2,20_1969_30_SamHak_Samhak Daewangpyo_001,20,"高級化時代의 寵兒 , 사나이의 술! EN: The crowd favourite in this era of modernisation, a man's drink!","特級清酒 三鶴大王票 EN: Premium cheongju, Samhak Daewangpyo",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
3,24_1964_35_SeoGwang_Jinro_002,24,"이른아침의 참 이슬 <真露>  EN: The fresh dew of early dawn, Jinro","9月은 진미의 季節, 真味의 ""真露는"" 여러분에게 흥겨운 가을을 마시게 한답니다 EN: September is the season of authentic taste. Drink the real taste of Jinro for a merry autmn",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
4,25_1964_35_SeoGwang_Jinro_003,25,"1924-1964 真味의 真露 EN: 1924-1964 The real taste, Jinro",NA,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,"red' annotated here to contrast with all the meanings associated to green in modern adverts. Besides the expected inferences, any other traditional meanings associated to red? Red is also traditionally associated wthi authority and masculinity. Not sure where to fit this, but my RA also felt that the red circle was depicting the sun (sun rising for the new year)"
5,26_1965_30_SeoGwang_Jinro_001,26,"真味의 真露!  EN: The real taste, Jinro!","仲秋佳節은 真味의 季節! 季節의 風味 真味의 真露로 이 ""가을""을 즐겨보세요. EN: Mid-autmn festival is the season of authentic taste! Enjoy this autumn with the flavour of the season, the real taste of Jinro",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
6,27_1965_30_SeoGwang_Jinro_002,27,"40년의 年輪 真味의 真露! EN: 40 years of history. The real taste, Jinro","現代人의 味覺에 알맞는 真味의 真露!! EN: A drink that perfectly matches the taste of modern people. The real taste, Jinro!!",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,Note the very large cap in this ad - this was due to the fact that this was the first twist off soju cap
7,30_1967_30_SeoGwang_Jinro_001,30,"새로운 商標에 새로운 真味!! EN: A new logo, a new authentic taste!!",NA,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
10,35_1963_35_CheongRo_Cheongro_002,35,맛좋은 순곡 소주 EN: Great tasting pure grain soju,NA,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
1,37_1974_16_Gyeongju_Gyeongju Beobju_001,37,"소주의 참맛 금복주 EN: The real taste of soju, Kumbokju",순곡으로 빚은 경주법주 EN: Gyeongju beobju made with pure grains,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
4,40_1972_25_DaeSun_Daesun_001,40,항도부산에 명주 EN: Hangdo Busan should be paired with fine liquor,大鮮소주 EN: Daesun soju,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,check upper left corner with Lucien - No answer on what these patterns are.
5,41_1972_25_DaeSun_Daesun_002,41,"旧正膳物에 大鮮소주로 EN: As a new year's gift, give Daesun soju",NA,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
6,42_1973_25_DaeSun_Daesun_001,42,경쾌한 디자인에 전통의 그맛! EN: A bright design and a traditional taste!,꼭 권합니다 EN: Highly recommended,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
8,46_1979_25_DaeSun_Daesun_001,46,내고장의 술! 대선소주 EN: My fixed choice for alcohol! Daesun soju,고향의 정취가 넘치는 대선소주! EN: Daesun soju - overflowing with the aroma of our hometowns,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,"The ad talks about how birds migrate to the Nakdong river in Busan, so they represent nature and the pride in local nature of people in Busan."
9,48_1972_30_MaSan_Muhak_1972_001,48,品質의 舞鶴 信用의 舞鶴 EN: Muhak means quality. Muhak means trust,무학소주 EN: Muhak soju,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
10,50_1970_30_BaekHwa_Baekhwa_001,50,맛과 품질을 위한 우리의 노력은 올해도 변치 않을 것입니다 EN: We will continue to work hard to deliver [good] taste and quality this year,69年度 市場占有率 60%！ EN: 60% market share in the year 1969,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,LB: I would see it more simply just as bambook for nature and/or purity.
1,51_1974_30_BaekHwa_Baekhwa_001,51,"白花만의 창작품인 완전 예술의 결정품! EN: Baekhwa's unique creation, a total work of art",NA,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
2,53_1975_30_BaekHwa_Baekhwa_001,53,흐뭇한 情이 오가는 곳에 백화수복 EN: [You will find] Baekhwa Subok where warm affection lies,NA,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
4,56_1972_30_BoBae_Bobae_002,56,国民의 소주 EN: The nation's soju,맛좋은 소주 EN: Good tasting soju,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
7,64_1973_30_JinRo_Jinro_001,64,"새로운 맛, 새로운 品質! EN: New taste, new quality!",25度 真露소주 全國販賣開始 EN: 25% Jinro soju commencing sales worldwide,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
8,65_1974_30_JinRo_Jinro_001,65,"真味의 真露! EN: The real taste, Jinro!",NA,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
9,66_1974_30_JinRo_Jinro_002,66,좋은 술의 條件! EN: The requirements of good alcohol!,"좋은 技術 좋은 施設 그리고 좋은 品質입니다. EN: Good technology, good facilities, and good quality.",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
10,67_1975_30_JinRo_Jinro_001,67,真露가 새로와졌읍니다. EN: A new Jinro has arrived.,레이블과 병이 새롭게 바뀌었읍니다. EN: The label and bottle have been renewed.,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
1,68_1983_16_Gyeongju_Gyeongju Beobju_001,68,정성이담긴 膳物 EN: A gift filled with sincerity,정성을 담았읍니다. EN: Filled with [our] sincerity,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
2,69_1980_25_DaeSun_Daesun_001,69,내고장의 술! EN: My fixed choice for alcohol!,고향의 정취가 넘치는 대선소주! EN: Daesun soju - overflowing with the aroma of our hometowns,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,"what's with the question mark? LB: I don't know how to capture this, but it is about the soju being packaged with the familiar aroma of your hometown"
3,70_1986_25_BaekHwa_Baekhwa_001,70,새해첫잔 EN: The first glass of the new year,"건강과 평안을 비는 백화수복으로 시작하십시오 EN: Start [your year] with Baekhwa Subok, which prays for your health and happiness.",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
5,72_1989_25_BaekHwa_Baekhwa_001,72,새해첫잔 EN: The first glass of the new year,따끈한 수복 이 한잔에 따뜻한 예절과 인정이 담겨 있습니다 EN: A glass of Subok is filled with warm greetings and kindness,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
6,73_1985_25_BoHae_Bohae_001,73,보해소주가 맛과 품질에서 앞서가는 이유 EN: Reasons why Bohae soju is a leader in taste and quality,"국내 소주시장 2위를 점유하고 있는 보해소주 EN: Bohae soju, which holds the second place in the domestic soju market",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
9,75_1987_25_BoHae_Bohae_002,76,"전 어디서나 보해죠 EN: For me, it's always Bohae","쭉 마셔온 정든 소주 - 보해 EN: Bohae - the soju [I] always drink, the soju that has grown on [me]",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
1,78_1989_25_BoHae_Bohae_001,78,보해소주 국내최초 無사카린시대 선언! EN: Bohae soju first in the nation to declare the beginning of a saccharine free era,국내 처음으로 無사카린 소주가 나왔습니다. EN: The first domestic soju made without saccharine is now available,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,literal - it's about the ingredients 
3,79_1982_30_BoHae_Bohae30_002,80,화끈한 보해30 EN: Hot Bohae 31,이제 기호에 맞게 선택하십시오 EN: Now choose the taste that is right for you,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
4,81_1988_25_BoHae_Bohae Maechwi_001,81,"매취, 고요한 아침의 향기라 부르고 싶군요 EN: Maechui - I want to call it the Aroma of the Morning Calm",Maechui - the Aroma of the Morning Calm EN: Maechui - the Aroma of the Morning Calm,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,"Note that ""land of the morning calm"" is an epitath used to refer to Korea // ""Morning calm"" here refers to the nickname for Korea ""land of the morning calm"""
5,82_1989_25_JinRo_Jinro_001,82,"간편하게, 즐겁게 EN: Simply, delightfully",진로 팩소주 탄생! EN: The birth of Jinro carton soju!,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
8,86_1994_25_KyeungWeol_Green_002,86,이젠 부드러운 소주시대! EN: Now is the era of soft soju!,"부드러운 저녁, 깨끗한 아침 - 그린 소주 EN: A mellow evening, a clean morning - Green soju",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
9,88_1994_25_KyeungWeol_Green_004,88,"관광용 소주, 이정도는 돼야합니다 EN: Travel gift soju has to be at least as good as this","국내 최초, 원적외선 처리한 청정수로 빚습니다 EN: The first [soju] in the country to be brewed with water purified using infrared light",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
10,89_1994_25_KyeungWeol_Green_005,89,마실때 부드럽다! 뒤끝이 깨끗하다! 그린소주 EN: Goes down smooth! The aftermath is clean! Green soju,소주 - 그 오해를 풉시다! EN: Soju - let's resolve the misunderstanding!,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
2,116_1997_25_KyeungWeol_Green_002,116,GREEN 世上！자연에서 태어난 부드러운 맛으로 세계인의 술문화를 이끌어 가겠습니다 EN: A GREEN world! We will lead the world's drinking culture with our smooth taste born from nature,대관령 기슭에서 태어나 부드럽고 깨끗한 - 그린소주 EN: Smooth and clean Green soju born from the foot of Daegwalleong Pass,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
6,182_1995_35_AnDong_Andong Soju_001,182,우리쌀 100% 순곡주 EN: Pure grain soju made 100% from domestic rice,45도에 이어 순하고 부드러운 35도 탄생! EN: From 45 degrees [soju] to the birth of a soft and smooth 35 degrees [soju]!,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
8,186_1991_25_JinRo_Biseon_002,186,"신비로운 향, 부드러운 맛 EN: A mysterious aroma, a smooth flavour",진로보리소주 - 秘仙 EN: Jinro barley soju - Biseon,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
4,217_1998_23_JinRo_Sunhan Jinro_002,217,아스파라긴을 마신 '순한진로' EN: ''Sunhan Jinro' infused with asparagine,"아스파라긴이 아침을 부드럽게 바꾼다. 부드러움의 개념을 바꾼 순하고 브드러운 소주, 순한진로 EN: Asparagine smooths out your mornings. A soft and smooth soju that has changed the very definition of smoothness, Sunhan Jinro",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,"I'm a bit uncertain here what the claimed benefits of asparagine are, but this is one of several 1990s ads that seem to make claims to the healthy and sanitary nature of their soju"
,257_2004_21_BoHae_Yipsejoo_004,257,水준이 다르다 21도 잎새주 EN: 21 degrees Yipsejoo. The standard (quality of water) is different,"단풍나무수액을 함유한 싱그러운 소주, 잎새주 EN: Yipsejoo, a refreshing soju that contains maple tree sap",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
4,279_2000_23_JinRo_Chamjinisulro_002,280,함께 나눌게요! EN: I'll share!,나누는 깨끗함. 참真이슬露. EN: A sharing cleanliness (clarity). Chamisul.,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
9,331_2008_19.5_JinRo_Chamisul Fresh_009,332,캬~ EN: Kyah~ [sound often made after drinking soju],좋은 소주에 감탄하라! EN: Gasp to good soju!,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
3,352_2005_19.5_ChoongBuk_Siwon Soju_010,352,"학교와 학번은 달라도 우린 시원 EN: Even if we're from different schools and different years, we all choose Siwon!",초정리 맑은 물로 빚은 부드럽고 깨끗한 소주 EN: A smooth and clean tasting soju brewed using clear spring water from Chojeong-ri,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
4,354_2005_19.5_ChoongBuk_Siwon Soju_012,354,부드러운 맛! 새로워진 시원소주 EN: A smooth taste! A new Siwon Soju,초정리 맑은 물로 빚은 부드럽고 깨끗한 소주 EN: A smooth and clean tasting soju brewed using clear spring water from Chojeong-ri,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
5,357_2005_19.5_ChoongBuk_Siwon Soju_015,357,친구! 노는 물(水)을 바꿔 보는건 어때? EN: Hey mate! How about we switch things up?,초정리 맑은 물로 빚은 부드럽고 깨끗한 소주 EN: A smooth and clean tasting soju brewed using clear spring water from Chojeong-ri,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
8,425_2017_16.9_DaeSun_Daesun_010,425,대선이 대세다 EN: Daesun is all the rage,NA,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
1,462_2019_16.9_DaeSun_Daesun_012,462,내가바로 핵인싸 EN: I am THE popularity king/queen,대선 EN: Daesun,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
4,497_2018_16.9_Mackis_Ijewoolinn_001,497,"오투린의 새 이름 이제우린 EN: O2Linn's new name, Ijewoolin",NA,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,O2Linn - does it have to do with oxigen? - YES!
6,552_2018_17.2_BoHae_Chun Nyun Ae_001,552,소주에서 소주맛을 잡았다 EN: We've created soju that tastes like soju,"광주.전남 시도민 1만 5천명과 보해양조가 함께 참여하였습니다 EN: Bohae Brewery and 15,000 residents of Gwangju and Jeonnam took part together",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
9,577_2012_20.1_JinRo_Chamisul Classic_004,578,"시간이 흘러도 흘러가지 않는 것, 클랜식이라는 그런 것. EN: [Being] Classic is like time that passes whilst not passing.","소주 다운 소주 EN: A soju-like soju. ([i.e., a real soju])",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
9,612_2015_13_JinRo_Chamisul Grapefruit_001,612,"상큼한 기분 가벼운 이슬 자몽에 이슬 EN: A refreshing feeling, light as dew, Chamisul Grapefruit",NA,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
1,640_2017_17.2_JinRo_Chamisul Fesh_002,640,깨끗한 이슬 먹자 . EN: Let's have [eat] clean [clear] dew.,NA,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
4,669_2015_19.5_ChoongBuk_Cool Cheongpung_005,669,천연암반수! 부드러움의 차이 EN: Natural spring water! (Taste) the difference in smoothness,초정 천연암반수로 만들어 부드럽고 깨끗한 시원한청풍 EN: Smooth and clean Cool Cheongpung brewed using natural spring water from Chojung,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
8,712_2020_16.9_DaeSun_Daesun_004,712,DaeSun time EN: DaeSun time,오늘밤은 대선이다! EN: Tonight it's Daesun!,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
11,721_2021_16.9_DaeSun_Diamond_002,722,다이아몬드 EN: Diamond,FOR YOUR SHINING LIFE EN: FOR YOUR SHINING LIFE,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
2,731_2020_21_Mackis_Linn 21_002,732,사진 좀 찍어줄래요? 신상이라구욧! EN: Can you please take a photo for me? I'm new on the market!,LINK TOGETHER EN: LINK TOGETHER,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
6,738_2020_16.9_Mackis_Ijewoolinn_002,739,"당연했던 나날들로 내일은 더 가깝게 이제우린 EN: With the many days gone by, tomorrow we'll be even closer, with Ijewoolin",NA,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
7,740_2021_16.9_Mackis_Ijewoolinn_002,741,"맛으로만 말하는 소주들 앞에 선수입장 산소입장 EN: Sojus that are only about the taste can take a step back. Enter the newest player, the oxygen soju.",산소가 3배 더 들어있어 산뜩함이 사는 소주 EN: A refreshing soju with 3 times more oxygen,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
8,743_2020_16.9_MuHak_Cheongchun & Good Day_002,744,이 맛에 산다! 브라보 청춘! EN: We live for this taste! Bravo Cheongchun!,당이 없어 다음날이 깻끗하다! 딱! 무가당 소주! EN: Without sugar so you'll feel fresh the next day! Just that! Soju with no added sugar!,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
8,744_2020_16.9_MuHak_Cheongchun & Good Day_002,744,브라보 청춘! EN: Bravo Cheongchun!,더 이상 소주에 당은 없다! 無가당 소주!  EN: There's no such thing as sugar in soju anymore! Soju with no added sugar!,Metonymy_nature,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
